2022-11-13 13:43:05,973 - INFO       - observador.py - actualizar_tbl - Comenzando la interacción con la base de datos
2022-11-13 13:43:05,983 - INFO       - observador.py - actualizar_tbl - Devuelto: actualizar la tabla con exito, hay 6 records en total - Terminar funcion
2022-11-13 13:43:11,893 - INFO       - observador.py - borrar_tbl - Comenzando la interacción con la base de datos
2022-11-13 13:43:11,904 - INFO       - observador.py - borrar_tbl - Devuelto: borrar el usario con usario_id: 7 con exito - Terminar funcion
2022-11-13 13:43:11,906 - INFO       - observador.py - actualizar_tbl - Comenzando la interacción con la base de datos
2022-11-13 13:43:11,910 - INFO       - observador.py - actualizar_tbl - Devuelto: actualizar la tabla con exito, hay 5 records en total - Terminar funcion
2022-11-13 13:43:52,322 - INFO       - observador.py - actualizar_tbl - Comenzando la interacción con la base de datos
2022-11-13 13:43:52,506 - INFO       - observador.py - actualizar_tbl - Devuelto: actualizar la tabla con exito, hay 5 records en total - Terminar funcion
2022-11-13 13:44:01,825 - INFO       - observador.py - borrar_tbl - Comenzando la interacción con la base de datos
2022-11-13 13:44:01,832 - INFO       - observador.py - borrar_tbl - Devuelto: borrar el usario con usario_id: 9 con exito - Terminar funcion
2022-11-13 13:44:01,836 - INFO       - observador.py - actualizar_tbl - Comenzando la interacción con la base de datos
2022-11-13 13:44:01,839 - INFO       - observador.py - actualizar_tbl - Devuelto: actualizar la tabla con exito, hay 4 records en total - Terminar funcion
2022-11-13 13:44:27,798 - INFO       - observador.py - actualizar_tbl - Comenzando la interacción con la base de datos
2022-11-13 13:44:27,804 - INFO       - observador.py - actualizar_tbl - Devuelto: actualizar la tabla con exito, hay 4 records en total - Terminar funcion
2022-11-13 13:46:33,822 - INFO       - observador.py - actualizar_tbl - Comenzando la interacción con la base de datos
2022-11-13 13:46:34,001 - INFO       - observador.py - actualizar_tbl - Devuelto: actualizar la tabla con exito, hay 4 records en total - Terminar funcion
2022-11-13 13:46:41,811 - INFO       - observador.py - borrar_tbl - Comenzando la interacción con la base de datos
2022-11-13 13:46:41,820 - INFO       - observador.py - borrar_tbl - Devuelto: borrar el usario con usario_id: 4 con exito - Terminar funcion
2022-11-13 13:46:41,821 - INFO       - observador.py - actualizar_tbl - Comenzando la interacción con la base de datos
2022-11-13 13:46:41,824 - INFO       - observador.py - actualizar_tbl - Devuelto: actualizar la tabla con exito, hay 3 records en total - Terminar funcion
2022-11-13 13:52:13,769 - INFO       - observador.py - actualizar_tbl - Comenzando la interacción con la base de datos
2022-11-13 13:52:13,774 - INFO       - observador.py - actualizar_tbl - Devuelto: actualizar la tabla con exito, hay 3 records en total - Terminar funcion
2022-11-13 13:54:14,191 - INFO       - observador.py - actualizar_tbl - Comenzando la interacción con la base de datos
2022-11-13 13:54:14,196 - INFO       - observador.py - actualizar_tbl - Devuelto: actualizar la tabla con exito, hay 3 records en total - Terminar funcion
2022-11-13 13:54:24,975 - INFO       - observador.py - borrar_tbl - Comenzando la interacción con la base de datos
2022-11-13 13:54:25,181 - INFO       - observador.py - borrar_tbl - Devuelto: borrar el usario con usario_id: 3 con exito - Terminar funcion
2022-11-13 13:54:25,183 - INFO       - observador.py - actualizar_tbl - Comenzando la interacción con la base de datos
2022-11-13 13:54:25,187 - INFO       - observador.py - actualizar_tbl - Devuelto: actualizar la tabla con exito, hay 2 records en total - Terminar funcion
2022-11-13 14:04:12,874 - INFO       - observador.py - actualizar_tbl - Comenzando la interacción con la base de datos
2022-11-13 14:04:13,043 - INFO       - observador.py - actualizar_tbl - Devuelto: actualizar la tabla con exito, hay 2 records en total - Terminar funcion
2022-11-13 14:04:59,069 - INFO       - observador.py - actualizar_tbl - Comenzando la interacción con la base de datos
2022-11-13 14:04:59,075 - INFO       - observador.py - actualizar_tbl - Devuelto: actualizar la tabla con exito, hay 2 records en total - Terminar funcion
2022-11-13 14:05:03,121 - INFO       - observador.py - borrar_tbl - Comenzando la interacción con la base de datos
2022-11-13 14:05:03,126 - INFO       - observador.py - borrar_tbl - Devuelto: borrar el usario con usario_id: 8 con exito - Terminar funcion
2022-11-13 14:05:03,128 - INFO       - observador.py - actualizar_tbl - Comenzando la interacción con la base de datos
2022-11-13 14:05:03,131 - INFO       - observador.py - actualizar_tbl - Devuelto: actualizar la tabla con exito, hay 1 records en total - Terminar funcion
2022-11-13 14:13:11,216 - INFO       - observador.py - actualizar_tbl - Comenzando la interacción con la base de datos
2022-11-13 14:13:11,422 - INFO       - observador.py - actualizar_tbl - Devuelto: actualizar la tabla con exito, hay 1 records en total - Terminar funcion
